"Date","Roost","Group","Age","Sex","Band","ID","switch_w","potential","n.days"
4207.20833333333,"R32",3,"A","F",599,"F599",0,1,1
4207.20833333333,"R32",3,"A","M",568,"M568",1,1,3
4207.20833333333,"R32",3,"J","M",793,"M793",1,1,1
4207.20833333333,"R32",3,"A","M",797,"M797",1,2,8
4207.20833333333,"R3B",5,"A","M",794,"M794",1,2,4
4207.20833333333,"R48",9,"A","F",517,"F517",1,2,2
4207.20833333333,"R48",9,"A","F",540,"F540",1,2,3
4207.20833333333,"R48",9,"A","F",540,"F540",0,1,0
4207.20833333333,"R48",9,"A","F",544,"F544",1,2,2
4207.20833333333,"R48",9,"A","F",544,"F544",0,1,0
4207.20833333333,"R48",9,"A","F",596,"F596",1,2,3
4207.20833333333,"R48",9,"A","F",627,"F627",1,2,2
4207.20833333333,"R48",9,"J","F",806,"F806",1,2,2
4207.20833333333,"R48",9,"J","F",835,"F835",1,2,3
4207.20833333333,"R48",9,"A","M",566,"M566",0,1,1
4207.20833333333,"R48",9,"A","M",568,"M568",1,1,0
4207.20833333333,"RBO",10,"A","F",571,"F571",1,1,1
4207.20833333333,"RBO",10,"A","F",578,"F578",1,2,8
4207.20833333333,"RBO",10,"A","F",583,"F583",1,2,3
4207.20833333333,"RBO",10,"A","F",766,"F766",1,2,3
4207.20833333333,"RCA",11,"A","F",514,"F514",1,2,2
4207.20833333333,"RCA",11,"A","F",519,"F519",1,2,2
4207.20833333333,"RCA",11,"A","F",592,"F592",1,2,23
4207.20833333333,"RCA",11,"A","F",622,"F622",1,2,2
4207.20833333333,"RCA",11,"A","F",762,"F762",1,2,2
4207.20833333333,"RCA",11,"A","F",773,"F773",1,2,2
4207.20833333333,"RCA",11,"A","M",523,"M523",0,1,2
4207.20833333333,"RCA",11,"A","M",581,"M581",0,1,2
4207.20833333333,"RCA",11,"A","M",595,"M595",0,1,1
4207.20833333333,"RCA",11,"A","M",623,"M623",0,1,2
4207.20833333333,"RCA",11,"A","M",801,"M801",0,1,2
4207.20833333333,"RPO",13,"A","M",513,"M513",1,2,8
4208.20833333333,"R48",9,"A","F",540,"F540",0,1,1
4208.20833333333,"R48",9,"A","F",544,"F544",0,1,1
4208.20833333333,"R48",9,"A","F",627,"F627",0,1,1
4208.20833333333,"R48",9,"J","F",835,"F835",0,1,1
4208.20833333333,"R48",9,"A","M",566,"M566",0,1,2
4208.20833333333,"R48",9,"A","M",568,"M568",0,1,1
4208.20833333333,"R48",9,"A","M",569,"M569",1,2,4
4208.20833333333,"RCA",11,"A","F",519,"F519",0,1,1
4208.20833333333,"RCA",11,"A","F",622,"F622",0,1,1
4208.20833333333,"RCA",11,"A","F",628,"F628",1,2,3
4208.20833333333,"RCA",11,"A","F",762,"F762",0,1,1
4208.20833333333,"RCA",11,"A","M",523,"M523",0,1,3
4208.20833333333,"RCA",11,"A","M",573,"M573",1,2,3
4208.20833333333,"RCA",11,"A","M",581,"M581",0,1,3
4208.20833333333,"RCA",11,"A","M",595,"M595",0,1,2
4208.20833333333,"RCA",11,"A","M",623,"M623",0,1,3
4208.20833333333,"RCA",11,"A","M",801,"M801",0,1,3
4209.20833333333,"R48",9,"A","F",542,"F542",1,2,40
4209.20833333333,"R48",9,"A","F",544,"F544",0,1,2
4209.20833333333,"R48",9,"A","F",596,"F596",1,2,2
4209.20833333333,"R48",9,"A","F",621,"F621",1,2,5
4209.20833333333,"R48",9,"A","F",627,"F627",0,1,2
4209.20833333333,"R48",9,"J","F",835,"F835",0,1,2
4209.20833333333,"R48",9,"A","M",566,"M566",0,1,3
4209.20833333333,"R48",9,"A","M",568,"M568",0,1,2
4209.20833333333,"RCA",11,"A","F",516,"F516",1,2,5
4209.20833333333,"RCA",11,"A","F",519,"F519",0,1,2
4209.20833333333,"RCA",11,"A","F",567,"F567",1,2,13
4209.20833333333,"RCA",11,"A","F",592,"F592",1,2,2
4209.20833333333,"RCA",11,"A","F",622,"F622",0,1,2
4209.20833333333,"RCA",11,"A","F",628,"F628",0,1,1
4209.20833333333,"RCA",11,"A","F",694,"F694",1,2,4
4209.20833333333,"RCA",11,"A","F",762,"F762",0,1,2
4209.20833333333,"RCA",11,"A","F",769,"F769",1,2,18
4209.20833333333,"RCA",11,"A","F",773,"F773",1,2,2
4209.20833333333,"RCA",11,"A","M",523,"M523",0,1,4
4209.20833333333,"RCA",11,"A","M",573,"M573",0,1,1
4209.20833333333,"RCA",11,"A","M",581,"M581",0,1,4
4209.20833333333,"RCA",11,"A","M",595,"M595",0,1,3
4209.20833333333,"RCA",11,"A","M",623,"M623",0,1,4
4209.20833333333,"RCA",11,"A","M",801,"M801",0,1,4
4211.20833333333,"R48",9,"A","F",596,"F596",0,1,2
4211.20833333333,"R48",9,"A","F",627,"F627",0,1,4
4211.20833333333,"R48",9,"J","F",835,"F835",0,1,4
4211.20833333333,"R48",9,"A","M",566,"M566",0,1,5
4211.20833333333,"R48",9,"A","M",568,"M568",0,1,4
4211.20833333333,"R48",9,"A","M",569,"M569",1,2,3
4211.20833333333,"RCA",11,"A","F",519,"F519",0,1,4
4211.20833333333,"RCA",11,"A","F",622,"F622",0,1,4
4211.20833333333,"RCA",11,"A","F",628,"F628",0,1,3
4211.20833333333,"RCA",11,"A","F",762,"F762",0,1,4
4211.20833333333,"RCA",11,"A","F",773,"F773",0,1,2
4211.20833333333,"RCA",11,"J","F",806,"F806",1,2,4
4211.20833333333,"RCA",11,"A","M",523,"M523",0,1,6
4211.20833333333,"RCA",11,"A","M",573,"M573",0,1,3
4211.20833333333,"RCA",11,"A","M",581,"M581",0,1,6
4211.20833333333,"RCA",11,"A","M",623,"M623",0,1,6
4211.20833333333,"RCA",11,"A","M",801,"M801",0,1,6
4212.20833333333,"R48",9,"A","F",596,"F596",0,1,3
4212.20833333333,"R48",9,"A","F",627,"F627",0,1,5
4212.20833333333,"R48",9,"J","F",835,"F835",0,1,5
4212.20833333333,"R48",9,"A","M",568,"M568",0,1,5
4212.20833333333,"RCA",11,"A","F",514,"F514",1,2,5
4212.20833333333,"RCA",11,"A","F",516,"F516",1,2,3
4212.20833333333,"RCA",11,"A","F",519,"F519",0,1,5
4212.20833333333,"RCA",11,"A","F",622,"F622",0,1,5
4212.20833333333,"RCA",11,"A","F",628,"F628",0,1,4
4212.20833333333,"RCA",11,"A","F",762,"F762",0,1,5
4212.20833333333,"RCA",11,"A","F",773,"F773",0,1,3
4212.20833333333,"RCA",11,"J","F",806,"F806",0,1,1
4212.20833333333,"RCA",11,"A","M",523,"M523",0,1,7
4212.20833333333,"RCA",11,"A","M",573,"M573",0,1,4
4212.20833333333,"RCA",11,"A","M",581,"M581",0,1,7
4212.20833333333,"RCA",11,"A","M",595,"M595",1,2,6
4212.20833333333,"RCA",11,"A","M",623,"M623",0,1,7
4212.20833333333,"RCA",11,"A","M",801,"M801",0,1,7
4213.20833333333,"R48",9,"A","F",544,"F544",1,2,6
4213.20833333333,"R48",9,"A","F",596,"F596",0,1,4
4213.20833333333,"R48",9,"A","F",627,"F627",0,1,6
4213.20833333333,"R48",9,"J","F",835,"F835",0,1,6
4213.20833333333,"R48",9,"A","M",566,"M566",1,2,7
4213.20833333333,"R48",9,"A","M",568,"M568",0,1,6
4213.20833333333,"RCA",11,"A","F",519,"F519",0,1,6
4213.20833333333,"RCA",11,"A","F",628,"F628",0,1,5
4213.20833333333,"RCA",11,"A","M",523,"M523",0,1,8
4213.20833333333,"RCA",11,"A","M",573,"M573",0,1,5
4213.20833333333,"RCA",11,"A","M",581,"M581",0,1,8
4213.20833333333,"RCA",11,"A","M",595,"M595",0,1,1
4213.20833333333,"RCA",11,"A","M",623,"M623",0,1,8
4213.20833333333,"RCA",11,"A","M",801,"M801",0,1,8
4216.20833333333,"R48",9,"A","F",540,"F540",1,2,9
4216.20833333333,"R48",9,"A","F",544,"F544",0,1,3
4216.20833333333,"R48",9,"A","M",566,"M566",0,1,3
4216.20833333333,"RCA",11,"A","F",516,"F516",1,2,4
4216.20833333333,"RCA",11,"A","F",519,"F519",0,1,9
4216.20833333333,"RCA",11,"A","F",592,"F592",1,2,7
4216.20833333333,"RCA",11,"A","F",622,"F622",1,2,9
4216.20833333333,"RCA",11,"A","F",627,"F627",1,1,9
4216.20833333333,"RCA",11,"A","F",628,"F628",0,1,8
4216.20833333333,"RCA",11,"A","F",762,"F762",1,2,9
4216.20833333333,"RCA",11,"A","F",773,"F773",1,2,7
4216.20833333333,"RCA",11,"J","F",806,"F806",1,2,5
4216.20833333333,"RCA",11,"J","M",841,"M841",0,1,0
4216.20833333333,"RPO",13,"A","M",513,"M513",1,2,9
4217.20833333333,"R3B",5,"A","M",794,"M794",1,2,10
4217.20833333333,"R3C",6,"A","F",589,"F589",1,2,11
4217.20833333333,"R3C",6,"A","F",599,"F599",1,2,11
4217.20833333333,"R3C",6,"A","M",574,"M574",1,2,18
4217.20833333333,"R48",9,"A","F",540,"F540",0,1,1
4217.20833333333,"R48",9,"A","F",544,"F544",0,1,4
4217.20833333333,"R48",9,"A","F",596,"F596",1,2,8
4217.20833333333,"R48",9,"A","F",621,"F621",1,2,8
4217.20833333333,"R48",9,"A","M",566,"M566",0,1,4
4217.20833333333,"R48",9,"A","M",569,"M569",1,2,6
4217.20833333333,"R48",9,"A","M",598,"M598",1,2,18
4217.20833333333,"RBO",10,"A","F",766,"F766",1,2,10
4217.20833333333,"RCA",11,"A","F",628,"F628",0,1,9
4217.20833333333,"RCA",11,"A","F",762,"F762",0,1,1
4217.20833333333,"RCA",11,"A","F",789,"F789",1,2,221
4217.20833333333,"RCA",11,"A","F",880,"F880",0,1,0
4217.20833333333,"RCA",11,"A","M",573,"M573",1,2,9
4217.20833333333,"RCA",11,"A","M",581,"M581",1,2,12
4217.20833333333,"RCA",11,"A","M",623,"M623",1,2,12
4217.20833333333,"RCA",11,"A","M",801,"M801",1,2,12
4217.20833333333,"RPO",13,"A","M",513,"M513",0,1,1
4218.20833333333,"RCA",11,"A","F",514,"F514",1,2,6
4218.20833333333,"RCA",11,"A","F",519,"F519",1,2,11
4218.20833333333,"RCA",11,"A","F",524,"F524",1,2,245
4218.20833333333,"RCA",11,"A","F",542,"F542",1,2,9
4218.20833333333,"RCA",11,"A","F",567,"F567",1,2,9
4218.20833333333,"RCA",11,"A","F",592,"F592",1,2,2
4218.20833333333,"RCA",11,"A","F",622,"F622",1,2,2
4218.20833333333,"RCA",11,"A","F",628,"F628",0,1,10
4218.20833333333,"RCA",11,"A","F",762,"F762",0,1,2
4218.20833333333,"RCA",11,"A","F",769,"F769",1,2,9
4218.20833333333,"RCA",11,"A","F",773,"F773",1,2,2
4218.20833333333,"RCA",11,"A","F",789,"F789",0,1,1
4218.20833333333,"RCA",11,"A","F",839,"F839",1,2,22
4218.20833333333,"RCA",11,"A","M",523,"M523",1,2,13
4218.20833333333,"RCA",11,"A","M",573,"M573",0,1,1
4218.20833333333,"RCA",11,"A","M",581,"M581",0,1,1
4218.20833333333,"RCA",11,"A","M",595,"M595",1,2,6
4218.20833333333,"RCA",11,"A","M",623,"M623",0,1,1
4218.20833333333,"RCA",11,"A","M",801,"M801",0,1,1
4219.20833333333,"RCA",11,"A","M",523,"M523",0,1,1
4219.20833333333,"RCA",11,"A","M",573,"M573",0,1,2
4219.20833333333,"RCA",11,"A","M",581,"M581",0,1,2
4219.20833333333,"RCA",11,"A","M",801,"M801",0,1,2
4220.20833333333,"R48",9,"A","F",514,"F514",1,2,2
4220.20833333333,"R48",9,"A","F",516,"F516",1,2,4
4220.20833333333,"R48",9,"A","F",544,"F544",1,2,7
4220.20833333333,"R48",9,"A","M",566,"M566",1,2,7
4220.20833333333,"RCA",11,"A","F",516,"F516",1,1,0
4220.20833333333,"RCA",11,"A","F",517,"F517",1,2,13
4220.20833333333,"RCA",11,"A","F",519,"F519",1,2,2
4220.20833333333,"RCA",11,"A","F",567,"F567",1,2,2
4220.20833333333,"RCA",11,"A","F",592,"F592",1,2,2
4220.20833333333,"RCA",11,"A","F",592,"F592",0,1,0
4220.20833333333,"RCA",11,"A","F",622,"F622",1,2,2
4220.20833333333,"RCA",11,"A","F",627,"F627",1,2,4
4220.20833333333,"RCA",11,"A","F",628,"F628",1,2,12
4220.20833333333,"RCA",11,"A","F",694,"F694",1,2,11
4220.20833333333,"RCA",11,"A","F",762,"F762",1,2,4
4220.20833333333,"RCA",11,"A","F",773,"F773",1,2,2
4220.20833333333,"RCA",11,"A","F",839,"F839",1,2,2
4220.20833333333,"RCA",11,"A","M",523,"M523",0,1,2
4220.20833333333,"RCA",11,"A","M",573,"M573",0,1,3
4220.20833333333,"RCA",11,"A","M",581,"M581",0,1,3
4220.20833333333,"RCA",11,"A","M",595,"M595",1,2,2
4220.20833333333,"RCA",11,"A","M",623,"M623",1,2,3
4220.20833333333,"RCA",11,"A","M",801,"M801",0,1,3
4220.20833333333,"RCA",11,"J","M",841,"M841",1,2,4
4220.20833333333,"RCA",11,"J","M",877,"M877",1,2,15
4221.20833333333,"R48",9,"A","F",518,"F518",1,2,17
4221.20833333333,"R48",9,"A","F",540,"F540",1,2,5
4221.20833333333,"R48",9,"A","F",544,"F544",0,1,1
4221.20833333333,"R48",9,"A","F",596,"F596",1,2,4
4221.20833333333,"R48",9,"A","F",621,"F621",1,2,4
4221.20833333333,"R48",9,"J","F",835,"F835",1,2,14
4221.20833333333,"R48",9,"A","M",566,"M566",0,1,1
4221.20833333333,"R48",9,"A","M",569,"M569",1,2,4
4221.20833333333,"R48",9,"A","M",598,"M598",1,2,4
4221.20833333333,"RCA",11,"A","F",517,"F517",0,1,1
4221.20833333333,"RCA",11,"A","F",622,"F622",0,1,1
4221.20833333333,"RCA",11,"A","F",628,"F628",0,1,1
4221.20833333333,"RCA",11,"A","F",773,"F773",0,1,1
4221.20833333333,"RCA",11,"A","F",839,"F839",0,1,1
4221.20833333333,"RCA",11,"A","M",523,"M523",0,1,3
4221.20833333333,"RCA",11,"A","M",573,"M573",0,1,4
4221.20833333333,"RCA",11,"A","M",581,"M581",0,1,4
4221.20833333333,"RCA",11,"A","M",595,"M595",0,1,1
4221.20833333333,"RCA",11,"A","M",623,"M623",0,1,1
4221.20833333333,"RCA",11,"J","M",841,"M841",0,1,1
4221.20833333333,"RPO",13,"A","M",513,"M513",1,2,5
4222.20833333333,"RBO",10,"A","F",572,"F572",1,2,16
4222.20833333333,"RBO",10,"A","F",578,"F578",1,2,15
4222.20833333333,"RBO",10,"A","F",583,"F583",1,2,15
4222.20833333333,"RCA",11,"A","F",519,"F519",1,2,2
4222.20833333333,"RCA",11,"A","F",762,"F762",1,2,2
4222.20833333333,"RCA",11,"A","F",773,"F773",0,1,2
4222.20833333333,"RCA",11,"A","M",523,"M523",0,1,4
4222.20833333333,"RCA",11,"A","M",573,"M573",0,1,5
4222.20833333333,"RCA",11,"A","M",581,"M581",0,1,5
4222.20833333333,"RCA",11,"A","M",595,"M595",0,1,2
4222.20833333333,"RCA",11,"A","M",623,"M623",0,1,2
4222.20833333333,"RCA",11,"A","M",801,"M801",1,2,5
4223.20833333333,"R32",3,"A","M",797,"M797",1,2,16
4223.20833333333,"R3B",5,"A","M",584,"M584",1,2,34
4223.20833333333,"R3B",5,"A","M",794,"M794",1,2,6
4223.20833333333,"R3C",6,"A","F",570,"F570",1,2,17
4223.20833333333,"R3C",6,"A","F",577,"F577",1,2,17
4223.20833333333,"R3C",6,"A","F",589,"F589",1,2,6
4223.20833333333,"R3C",6,"A","F",599,"F599",1,2,6
4223.20833333333,"R3C",6,"A","M",574,"M574",1,2,6
4223.20833333333,"R3C",6,"J","M",791,"M791",1,2,18
4223.20833333333,"R3C",6,"J","M",793,"M793",1,2,16
4223.20833333333,"R48",9,"A","F",540,"F540",1,2,2
4223.20833333333,"R48",9,"A","F",544,"F544",1,2,3
4223.20833333333,"R48",9,"A","F",596,"F596",1,2,2
4223.20833333333,"R48",9,"A","F",621,"F621",1,2,2
4223.20833333333,"R48",9,"J","F",835,"F835",1,2,2
4223.20833333333,"R48",9,"A","M",566,"M566",1,2,3
4223.20833333333,"R48",9,"A","M",569,"M569",1,2,2
4223.20833333333,"RBO",10,"A","F",572,"F572",0,1,1
4223.20833333333,"RBO",10,"A","F",578,"F578",0,1,1
4223.20833333333,"RBO",10,"A","F",583,"F583",0,1,1
4223.20833333333,"RBO",10,"A","F",766,"F766",1,2,6
4223.20833333333,"RBO",10,"A","F",788,"F788",1,2,18
4223.20833333333,"RBO",10,"A","M",539,"M539",1,2,16
4223.20833333333,"RBO",10,"J","M",838,"M838",1,2,20
4223.20833333333,"RCA",11,"A","M",523,"M523",0,1,5
4223.20833333333,"RCA",11,"A","M",573,"M573",0,1,6
4223.20833333333,"RCA",11,"A","M",581,"M581",0,1,6
4223.20833333333,"RCA",11,"A","M",595,"M595",0,1,3
4223.20833333333,"RCA",11,"A","M",623,"M623",0,1,3
4223.20833333333,"RCA",11,"A","M",801,"M801",0,1,1
4224.20833333333,"R3C",6,"A","F",570,"F570",0,1,1
4224.20833333333,"R3C",6,"A","F",577,"F577",0,1,1
4224.20833333333,"R3C",6,"A","F",599,"F599",0,1,1
4224.20833333333,"R3C",6,"A","M",574,"M574",0,1,1
4224.20833333333,"R3C",6,"J","M",791,"M791",0,1,1
4224.20833333333,"R3C",6,"J","M",793,"M793",0,1,1
4224.20833333333,"RBO",10,"A","F",538,"F538",1,2,250
4224.20833333333,"RBO",10,"A","F",572,"F572",0,1,2
4224.20833333333,"RBO",10,"A","F",578,"F578",0,1,2
4224.20833333333,"RBO",10,"A","F",583,"F583",0,1,2
4224.20833333333,"RBO",10,"A","F",589,"F589",1,1,1
4224.20833333333,"RBO",10,"A","F",766,"F766",0,1,1
4224.20833333333,"RBO",10,"A","F",788,"F788",0,1,1
4224.20833333333,"RCA",11,"A","F",773,"F773",1,2,4
4224.20833333333,"RCA",11,"A","F",839,"F839",1,2,4
4224.20833333333,"RCA",11,"A","M",523,"M523",0,1,6
4224.20833333333,"RCA",11,"A","M",573,"M573",0,1,7
4224.20833333333,"RCA",11,"A","M",581,"M581",0,1,7
4224.20833333333,"RCA",11,"A","M",595,"M595",0,1,4
4224.20833333333,"RCA",11,"A","M",623,"M623",0,1,4
4224.20833333333,"RCA",11,"A","M",801,"M801",0,1,2
4225.20833333333,"R3A",4,"A","M",584,"M584",1,2,2
4225.20833333333,"R48",9,"A","F",516,"F516",1,2,5
4225.20833333333,"R48",9,"A","F",517,"F517",1,2,5
4225.20833333333,"R48",9,"A","F",518,"F518",1,2,4
4225.20833333333,"R48",9,"A","F",540,"F540",1,2,2
4225.20833333333,"R48",9,"A","F",544,"F544",1,2,2
4225.20833333333,"R48",9,"A","F",596,"F596",1,2,2
4225.20833333333,"R48",9,"J","F",835,"F835",1,2,2
4225.20833333333,"R48",9,"A","M",566,"M566",1,2,2
4225.20833333333,"R48",9,"A","M",569,"M569",1,2,2
4225.20833333333,"R48",9,"A","M",598,"M598",1,2,4
4225.20833333333,"RCA",11,"A","M",573,"M573",0,1,8
4225.20833333333,"RCA",11,"A","M",581,"M581",0,1,8
4225.20833333333,"RCA",11,"A","M",595,"M595",0,1,5
4225.20833333333,"RCA",11,"A","M",623,"M623",0,1,5
4225.20833333333,"RCA",11,"A","M",801,"M801",0,1,3
4226.20833333333,"R32",3,"A","M",797,"M797",1,2,3
4226.20833333333,"R3C",6,"A","F",589,"F589",1,2,2
4226.20833333333,"R3C",6,"A","F",599,"F599",1,2,3
4226.20833333333,"R3C",6,"A","M",574,"M574",1,2,3
4226.20833333333,"R3C",6,"J","M",791,"M791",1,2,3
4226.20833333333,"R3C",6,"J","M",793,"M793",1,2,3
4226.20833333333,"R48",9,"A","F",514,"F514",1,2,6
4226.20833333333,"R48",9,"A","F",516,"F516",0,1,1
4226.20833333333,"R48",9,"A","F",540,"F540",0,1,1
4226.20833333333,"R48",9,"A","F",542,"F542",1,2,8
4226.20833333333,"R48",9,"A","F",596,"F596",0,1,1
4226.20833333333,"R48",9,"A","M",566,"M566",0,1,1
4226.20833333333,"R48",9,"A","M",598,"M598",0,1,1
4226.20833333333,"RBO",10,"A","F",538,"F538",1,2,2
4226.20833333333,"RBO",10,"A","F",570,"F570",1,2,3
4226.20833333333,"RBO",10,"A","F",572,"F572",1,2,4
4226.20833333333,"RBO",10,"A","F",583,"F583",1,2,4
4226.20833333333,"RBO",10,"A","F",765,"F765",1,2,42
4226.20833333333,"RBO",10,"A","F",766,"F766",1,2,3
4226.20833333333,"RBO",10,"A","M",794,"M794",1,2,3
4226.20833333333,"RCA",11,"J","M",841,"M841",1,2,6
4227.20833333333,"R32",3,"A","M",797,"M797",0,1,1
4227.20833333333,"R3C",6,"A","M",574,"M574",0,1,1
4227.20833333333,"R3C",6,"A","M",591,"M591",1,2,232
4227.20833333333,"R48",9,"A","F",516,"F516",0,1,2
4227.20833333333,"R48",9,"A","F",518,"F518",1,2,2
4227.20833333333,"R48",9,"A","F",540,"F540",0,1,2
4227.20833333333,"R48",9,"A","F",544,"F544",1,2,2
4227.20833333333,"R48",9,"A","F",596,"F596",0,1,2
4227.20833333333,"R48",9,"A","F",621,"F621",1,2,4
4227.20833333333,"R48",9,"J","F",835,"F835",1,2,2
4227.20833333333,"R48",9,"A","M",566,"M566",0,1,2
4227.20833333333,"R48",9,"A","M",569,"M569",1,2,2
4227.20833333333,"RBO",10,"A","F",571,"F571",1,2,20
4227.20833333333,"RBO",10,"A","F",578,"F578",1,2,5
4227.20833333333,"RBO",10,"A","F",583,"F583",0,1,1
4227.20833333333,"RBO",10,"A","F",589,"F589",1,1,1
4227.20833333333,"RBO",10,"A","F",765,"F765",0,1,1
4227.20833333333,"RBO",10,"A","F",766,"F766",0,1,1
4227.20833333333,"RBO",10,"A","F",788,"F788",1,2,4
4227.20833333333,"RBO",10,"A","M",794,"M794",0,1,1
4227.20833333333,"RBO",10,"J","M",984,"M984",0,1,0
4227.20833333333,"RCA",11,"A","F",517,"F517",1,2,2
4227.20833333333,"RCA",11,"A","F",519,"F519",1,2,5
4227.20833333333,"RCA",11,"A","F",542,"F542",1,1,1
4227.20833333333,"RCA",11,"A","F",567,"F567",1,2,7
4227.20833333333,"RCA",11,"A","F",592,"F592",1,2,7
4227.20833333333,"RCA",11,"A","F",622,"F622",1,2,7
4227.20833333333,"RCA",11,"A","F",627,"F627",1,2,7
4227.20833333333,"RCA",11,"A","F",628,"F628",1,2,7
4227.20833333333,"RCA",11,"A","F",694,"F694",1,2,7
4227.20833333333,"RCA",11,"A","F",762,"F762",1,2,5
4227.20833333333,"RCA",11,"A","F",773,"F773",1,2,3
4227.20833333333,"RCA",11,"A","F",789,"F789",1,2,10
4227.20833333333,"RCA",11,"A","M",523,"M523",1,2,9
4227.20833333333,"RCA",11,"A","M",573,"M573",1,2,10
4227.20833333333,"RCA",11,"A","M",581,"M581",1,2,10
4227.20833333333,"RCA",11,"A","M",595,"M595",1,2,7
4227.20833333333,"RCA",11,"A","M",623,"M623",1,2,7
4227.20833333333,"RCA",11,"A","M",801,"M801",1,2,5
4227.20833333333,"RCA",11,"J","M",877,"M877",1,2,7
4227.20833333333,"RPO",13,"A","M",513,"M513",1,2,6
4227.20833333333,"RPO",13,"A","M",830,"M830",1,2,55
4228.20833333333,"RCA",11,"A","F",514,"F514",1,2,2
4228.20833333333,"RCA",11,"A","F",517,"F517",0,1,1
4228.20833333333,"RCA",11,"A","F",519,"F519",0,1,1
4228.20833333333,"RCA",11,"A","F",567,"F567",0,1,1
4228.20833333333,"RCA",11,"A","F",592,"F592",0,1,1
4228.20833333333,"RCA",11,"A","F",622,"F622",0,1,1
4228.20833333333,"RCA",11,"A","F",627,"F627",0,1,1
4228.20833333333,"RCA",11,"A","F",628,"F628",0,1,1
4228.20833333333,"RCA",11,"A","F",762,"F762",0,1,1
4228.20833333333,"RCA",11,"A","F",769,"F769",1,2,10
4228.20833333333,"RCA",11,"A","F",773,"F773",0,1,1
4228.20833333333,"RCA",11,"A","F",789,"F789",0,1,1
4228.20833333333,"RCA",11,"J","F",806,"F806",1,2,12
4228.20833333333,"RCA",11,"A","M",523,"M523",0,1,1
4228.20833333333,"RCA",11,"A","M",573,"M573",0,1,1
4228.20833333333,"RCA",11,"A","M",581,"M581",0,1,1
4228.20833333333,"RCA",11,"A","M",595,"M595",0,1,1
4228.20833333333,"RCA",11,"A","M",623,"M623",0,1,1
4228.20833333333,"RCA",11,"A","M",801,"M801",0,1,1
4228.20833333333,"RCA",11,"A","M",803,"M803",1,2,32
4228.20833333333,"RCA",11,"J","M",841,"M841",1,2,2
4228.20833333333,"RCA",11,"J","M",877,"M877",0,1,1
4233.20833333333,"R48",9,"A","F",540,"F540",1,2,8
4233.20833333333,"R48",9,"A","F",544,"F544",1,2,6
4233.20833333333,"R48",9,"J","F",835,"F835",1,2,6
4233.20833333333,"R48",9,"A","M",566,"M566",1,2,8
4233.20833333333,"R48",9,"A","M",569,"M569",1,2,6
4233.20833333333,"RCA",11,"A","F",514,"F514",0,1,5
4233.20833333333,"RCA",11,"A","F",517,"F517",0,1,6
4233.20833333333,"RCA",11,"A","F",519,"F519",0,1,6
4233.20833333333,"RCA",11,"A","F",567,"F567",0,1,6
4233.20833333333,"RCA",11,"A","F",592,"F592",0,1,6
4233.20833333333,"RCA",11,"A","F",622,"F622",0,1,6
4233.20833333333,"RCA",11,"A","F",628,"F628",0,1,6
4233.20833333333,"RCA",11,"A","F",694,"F694",1,2,6
4233.20833333333,"RCA",11,"A","F",762,"F762",0,1,6
4233.20833333333,"RCA",11,"A","F",769,"F769",0,1,5
4233.20833333333,"RCA",11,"A","F",773,"F773",0,1,6
4233.20833333333,"RCA",11,"A","F",789,"F789",0,1,6
4233.20833333333,"RCA",11,"A","F",839,"F839",1,2,9
4233.20833333333,"RCA",11,"A","F",880,"F880",1,2,16
4233.20833333333,"RCA",11,"A","M",523,"M523",0,1,6
4233.20833333333,"RCA",11,"A","M",573,"M573",0,1,6
4233.20833333333,"RCA",11,"A","M",581,"M581",0,1,6
4233.20833333333,"RCA",11,"A","M",595,"M595",0,1,6
4233.20833333333,"RCA",11,"A","M",623,"M623",0,1,6
4233.20833333333,"RCA",11,"A","M",801,"M801",0,1,6
4233.20833333333,"RCA",11,"A","M",803,"M803",0,1,5
4233.20833333333,"RCA",11,"J","M",841,"M841",0,1,5
4233.20833333333,"RCA",11,"J","M",877,"M877",0,1,6
4233.20833333333,"RPO",13,"A","M",513,"M513",1,2,6
4234.20833333333,"R3A",4,"A","M",582,"M582",1,2,74
4234.20833333333,"R3B",5,"A","M",584,"M584",1,2,9
4234.20833333333,"R3B",5,"A","M",794,"M794",1,2,8
4234.20833333333,"R3C",6,"A","F",589,"F589",1,2,7
4234.20833333333,"R3C",6,"A","M",574,"M574",1,2,8
4234.20833333333,"R3C",6,"A","M",791,"M791",1,2,8
4234.20833333333,"R3C",6,"A","M",793,"M793",1,2,8
4234.20833333333,"R48",9,"A","F",518,"F518",1,2,7
4234.20833333333,"R48",9,"A","F",540,"F540",0,1,1
4234.20833333333,"R48",9,"A","F",544,"F544",0,1,1
4234.20833333333,"R48",9,"A","F",596,"F596",1,2,9
4234.20833333333,"R48",9,"J","F",835,"F835",0,1,1
4234.20833333333,"R48",9,"A","M",566,"M566",0,1,1
4234.20833333333,"R48",9,"A","M",569,"M569",0,1,1
4234.20833333333,"R48",9,"A","M",569,"M569",0,1,1
4234.20833333333,"RBO",10,"A","F",538,"F538",1,2,8
4234.20833333333,"RBO",10,"A","F",572,"F572",1,2,8
4234.20833333333,"RBO",10,"A","F",578,"F578",1,2,7
4234.20833333333,"RBO",10,"A","F",583,"F583",1,2,8
4234.20833333333,"RBO",10,"A","F",765,"F765",1,2,8
4234.20833333333,"RBO",10,"A","F",766,"F766",1,2,8
